,slide_name,Fibrosis Percentage,scar,group,study,expanded_analysis,total_nuclei,total_connexins,total_connexin_area,total_mean_plaque_size,total_connexin_count_per_cell,annotation_area,total_connexin_area_per_cell,total_connexins_per_annotation_area,total_nuclei_count_per_annotation_area,total_nuclei_area_per_annotation_area,subject,sample,section,location,spacing
387,15-5E,2.67,healthy,infarct,sbrt,,,,,,,,,,,,15,5E,5,,
388,15-6A,25.43,border,infarct,sbrt,,,,,,,,,,,,15,6A,6,,
389,15-6B,82.18,center,infarct,sbrt,,,,,,,,,,,,15,6B,6,,
390,15-8B,,border,infarct,sbrt,FALSE,298683,104176,1358487,13.04030678851175,0.3487844972763766,402859,4.548256847560792,3.372115305851427,0.7414082842880512,16.53584628865186,15,8B,8,,
432,18-10A,17.31,border,infarct,sbrt,,,,,,,,,,,,18,10A,10,,
433,18-10B,1.04,healthy,infarct,sbrt,,,,,,,,,,,,18,10B,10,,
434,18-10C,27.16,border,infarct,sbrt,,,,,,,,,,,,18,10C,10,,
435,18-11A,13.05,border,infarct,sbrt,,,,,,,,,,,,18,11A,11,,
436,18-11B,1.04,healthy,infarct,sbrt,,,,,,,,,,,,18,11B,11,,
437,18-11C,21.53,border,infarct,sbrt,,,,,,,,,,,,18,11C,11,,
438,18-12A,27.81,border,infarct,sbrt,,,,,,,,,,,,18,12A,12,,
439,18-12B,1.06,healthy,infarct,sbrt,,,,,,,,,,,,18,12B,12,,
440,18-13A,7.38,healthy,infarct,sbrt,,,,,,,,,,,,18,13A,13,,
441,18-13B,2.71,healthy,infarct,sbrt,,,,,,,,,,,,18,13B,13,,
442,18-17B,,healthy,infarct,sbrt,FALSE,359581,61662,785779.75,12.743338685089682,0.17148292039901997,421243,2.1852649333529857,1.865383519726144,0.8536189325401253,19.513218023800988,18,17B,17,,
443,18-1A,58.2,center,infarct,sbrt,,,,,,,,,,,,18,1A,1,,
444,18-1B,45.64,center,infarct,sbrt,,,,,,,,,,,,18,1B,1,,
445,18-2A,53.35,center,infarct,sbrt,FALSE,475310,179104,2547049.5,14.221064297838128,0.3768151311775473,654414,5.358712208874208,3.892107289880718,0.726313924,16.557888431482212,18,2A,2,,
446,18-2B,19.68,border,infarct,sbrt,FALSE,274512,192210,2684355,13.965740596222881,0.70018797,466722,9.778643556565834,5.751507321274763,0.5881702598120508,13.040990675391347,18,2B,2,,
447,18-2C,35.88,border,infarct,sbrt,,,,,,,,,,,,18,2C,2,,
448,18-3A,52.27,center,infarct,sbrt,,,,,,,,,,,,18,3A,3,,
449,18-3B,26.37,border,infarct,sbrt,,,,,,,,,,,,18,3B,3,,
450,18-3C,11.03,healthy,infarct,sbrt,,,,,,,,,,,,18,3C,3,,
451,18-3D,14.26,border,infarct,sbrt,,,,,,,,,,,,18,3D,3,,
452,18-4A,36.04,border,infarct,sbrt,,,,,,,,,,,,18,4A,4,,
453,18-4B,3.22,healthy,infarct,sbrt,,,,,,,,,,,,18,4B,4,,
454,18-4C,7.15,healthy,infarct,sbrt,,,,,,,,,,,,18,4C,4,,
455,18-4D,16.38,border,infarct,sbrt,,,,,,,,,,,,18,4D,4,,
456,18-4E,43.87,center,infarct,sbrt,,,,,,,,,,,,18,4E,4,,
457,18-5A,37.26,border,infarct,sbrt,FALSE,588889,406774,5906496.5,14.520339303888646,0.6907481715569488,995663,10.02989782454758,5.932224557907645,0.5914541365903926,12.305222499982424,18,5A,5,,
458,18-5B,14.62,border,infarct,sbrt,,,,,,,,,,,,18,5B,5,,
459,18-5C,1.4,healthy,infarct,sbrt,,,,,,,,,,,,18,5C,5,,
460,18-5D,24.38,border,infarct,sbrt,,,,,,,,,,,,18,5D,5,,
461,18-6A,31.23,border,infarct,sbrt,,,,,,,,,,,,18,6A,6,,
462,18-6B,6.27,border,infarct,sbrt,,,,,,,,,,,,18,6B,6,,
463,18-6C,1.34,healthy,infarct,sbrt,,,,,,,,,,,,18,6C,6,,
464,18-6D,22.47,border,infarct,sbrt,,,,,,,,,,,,18,6D,6,,
465,18-7A,24.15,border,infarct,sbrt,,,,,,,,,,,,18,7A,7,,
466,18-7B,1.88,healthy,infarct,sbrt,,,,,,,,,,,,18,7B,7,,
467,18-7C,12.43,border,infarct,sbrt,,,,,,,,,,,,18,7C,7,,
468,18-7D,26.97,border,infarct,sbrt,,,,,,,,,,,,18,7D,7,,
469,18-8A,24.72,border,infarct,sbrt,FALSE,770180,293267,4019013.5,13.704281422730823,0.3807772209093978,1063447,5.218278194707731,3.779232533450186,0.7242297923638884,13.709824749141236,18,8A,8,,
470,18-8B,1.39,healthy,infarct,sbrt,,,,,,,,,,,,18,8B,8,,
471,18-8C,16.22,border,infarct,sbrt,FALSE,548212,297644,4329178.5,14.544820322264181,0.5429359444886285,845856,7.896905759085901,5.1181034360458515,0.6481150455869557,11.89377920118791,18,8C,8,,
472,18-9A,21.55,border,infarct,sbrt,,,,,,,,,,,,18,9A,9,,
473,18-9B,1.35,healthy,infarct,sbrt,,,,,,,,,,,,18,9B,9,,
474,18-9C,10.58,border,infarct,sbrt,,,,,,,,,,,,18,9C,9,,
475,19-10A,29.64,border,infarct,sbrt,,,,,,,,,,,,19,10A,10,,
476,19-10B,1.79,healthy,infarct,sbrt,,,,,,,,,,,,19,10B,10,,
477,19-10C,26.93,border,infarct,sbrt,,,,,,,,,,,,19,10C,10,,
478,19-11A,31.01,border,infarct,sbrt,,,,,,,,,,,,19,11A,11,,
479,19-11B,2.86,healthy,infarct,sbrt,,,,,,,,,,,,19,11B,11,,
480,19-11C,23.14,border,infarct,sbrt,,,,,,,,,,,,19,11C,11,,
481,19-12A,28.81,border,infarct,sbrt,,,,,,,,,,,,19,12A,12,,
482,19-12B,3.38,healthy,infarct,sbrt,,,,,,,,,,,,19,12B,12,,
483,19-13A,27.56,border,infarct,sbrt,,,,,,,,,,,,19,13A,13,,
484,19-14A,23.04,border,infarct,sbrt,,,,,,,,,,,,19,14A,14,,
485,19-14B,1.39,healthy,infarct,sbrt,,,,,,,,,,,,19,14B,14,,
486,19-15A,16.79,healthy,infarct,sbrt,,,,,,,,,,,,19,15A,15,,
487,19-15B,1.32,healthy,infarct,sbrt,,,,,,,,,,,,19,15B,15,,
488,19-16A,7.34,healthy,infarct,sbrt,,,,,,,,,,,,19,16A,16,,
489,19-16B,0.36,healthy,infarct,sbrt,,,,,,,,,,,,19,16B,16,,
490,19-17A,1.28,healthy,infarct,sbrt,,,,,,,,,,,,19,17A,17,,
491,19-17B,0.76,healthy,infarct,sbrt,,,,,,,,,,,,19,17B,17,,
492,19-19A,1.22,healthy,infarct,sbrt,FALSE,344186,510897,7226397.5,14.14452913209512,1.4843631059950144,855083,20.995617195353674,8.451106501,0.40251765033335946,8.965981957307068,19,19A,19,,
493,19-19B,1.22,healthy,infarct,sbrt,,,,,,,,,,,,19,19B,19,,
494,19-2B,1.84,healthy,infarct,sbrt,,,,,,,,,,,,19,2B,2,,
495,19-3A,66.64,center,infarct,sbrt,FALSE,759952,158993,2105630,13.243539023730605,0.20921452933869508,918945,2.770740784,2.2913558482825414,0.826983117,19.810167093786898,19,3A,3,,
496,19-3B,9.33,border,infarct,sbrt,,,,,,,,,,,,19,3B,3,,
497,19-3C,43.22,border,infarct,sbrt,FALSE,803508,232104,3185737.75,13.725475433426395,0.28886333427918576,1035612,3.964786598266601,3.0761885242735696,0.7758774521732077,17.437403680142758,19,3C,3,,
498,19-4A,70.06,center,infarct,sbrt,,,,,,,,,,,,19,4A,4,,
499,19-4B,37.17,border,infarct,sbrt,,,,,,,,,,,,19,4B,4,,
500,19-4C,4.3,healthy,infarct,sbrt,,,,,,,,,,,,19,4C,4,,
501,19-4D,16.6,border,infarct,sbrt,,,,,,,,,,,,19,4D,4,,
502,19-5A,77.01,center,infarct,sbrt,FALSE,515689,45299,433970.5,9.580134219,0.087841703,560988,0.8415353051936342,0.7735825008734589,0.9192513921866421,20.323172688185842,19,5A,5,,
503,19-5B,41.02,border,infarct,sbrt,,,,,,,,,,,,19,5B,5,,
504,19-5C,36.25,border,infarct,sbrt,,,,,,,,,,,,19,5C,5,,
505,19-5D,4.51,healthy,infarct,sbrt,,,,,,,,,,,,19,5D,5,,
506,19-6A,44.94,border,infarct,sbrt,,,,,,,,,,,,19,6A,6,,
507,19-6B,0.99,healthy,infarct,sbrt,,,,,,,,,,,,19,6B,6,,
508,19-6C,39.52,border,infarct,sbrt,,,,,,,,,,,,19,6C,6,,
509,19-7A,32.06,,infarct,sbrt,,,,,,,,,,,,19,7A,7,,
510,19-7B,67.07,,infarct,sbrt,,,,,,,,,,,,19,7B,7,,
511,19-7C,19.43,,infarct,sbrt,,,,,,,,,,,,19,7C,7,,
512,19-7D,2.52,healthy,infarct,sbrt,,,,,,,,,,,,19,7D,7,,
513,19-8A,35.21,border,infarct,sbrt,FALSE,539088,327072,4519463.75,13.81794757729185,0.606713561,866160,8.383536176,5.217816281056618,0.6223884732612912,13.697193647824882,19,8A,8,,
514,19-8B,2.26,healthy,infarct,sbrt,,,,,,,,,,,,19,8B,8,,
515,19-8C,34.84,border,infarct,sbrt,FALSE,523243,175839,2045245.25,11.63135169103555,0.33605609630706956,699082,3.908786644064039,2.925615664542929,0.7484715669978629,15.094952738019288,19,8C,8,,
516,19-9A,30.9,border,infarct,sbrt,,,,,,,,,,,,19,9A,9,,
517,19-9B,0.63,healthy,infarct,sbrt,,,,,,,,,,,,19,9B,9,,
518,19-9C,26.44,border,infarct,sbrt,,,,,,,,,,,,19,9C,9,,
